LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
171146.95708684815,2,2,2,51,2,0,0,0,0,0,135079,214659,100378,63940,124089,75916,1109,1522,1261,1614,3598,1817,1
16475.450276318425,2,2,1,45,-1,-1,5,2,-1,-2,13018,-14,-2382,81,8041,382,911,-220,-107,124,160,2004,1
357447.7115628491,2,3,3,46,-1,-1,-1,-2,-2,-2,3729,259,634,-244,-1097,532,112,-384,81,293,272,-21,0
140624.63270456097,1,2,3,42,0,0,2,0,0,0,478507,469863,293939,267585,198360,336175,2003,16514,3583,11610,1046,2746,0
3664.6334229955755,1,2,1,43,3,2,4,4,2,0,3608,873,2497,4034,25612,9152,-745,-805,720,196,484,1539,1
124824.7623137241,2,5,2,36,0,0,0,0,0,0,130784,205679,96744,105069,83255,92970,1903,3162,3533,524,2476,447,0
287853.057807339,1,4,2,43,0,0,0,0,0,0,43653,143049,95999,352447,62502,224943,10872,8334,115438,3613,3260,4661,0
13191.225187204976,2,1,2,33,-1,-1,-1,0,0,0,-1757,-109,9175,17035,15309,7890,-243,2635,849,527,64,4003,0
132718.18766575475,2,2,1,48,0,0,0,0,0,0,186481,353384,122612,193771,39452,137984,4281,4606,5877,8352,6074,7288,0
336306.4588015808,1,2,1,37,3,-2,-2,3,4,3,59539,182866,31928,43336,75491,88631,5578,554,35515,1543,326,5850,0
156928.16831518893,2,2,2,26,0,0,0,0,0,0,91975,89719,92399,90899,62104,74680,5154,5975,2039,2540,1943,4316,0
83988.31478747232,1,2,1,52,0,0,0,0,0,0,38178,78953,35412,54536,88293,63252,5663,3848,305,2545,2141,2400,0
18978.32506122585,2,2,1,24,0,0,0,0,0,0,21066,7457,33851,31262,29574,20447,790,2002,1131,446,66,321,0
132458.73772622136,2,3,1,26,0,0,0,0,0,0,103178,140957,115091,103738,135114,197280,4447,5683,8321,9861,4522,13659,0
124234.83119348645,2,3,1,30,0,0,0,0,0,0,90034,83626,99979,39741,43876,35052,2221,5164,3329,181,4312,2092,0
12913.49324222433,1,3,2,48,3,3,4,4,5,3,-1364,31879,-12565,27548,29108,19811,13892,-1571,344,-176,1898,1439,0
94290.62482076365,2,2,2,52,2,2,2,0,0,0,115841,177148,116881,80519,173701,143993,18613,8496,567,3818,4400,4236,1
149097.4161366445,2,2,1,24,0,0,0,0,0,0,48423,61185,15901,20076,5907,62931,1030,1917,2674,1902,1581,2777,1
449006.47984440887,2,3,1,43,-2,-2,-2,-2,-2,-2,2648,2488,7436,5065,574,853,7090,289,7866,175,5412,3225,0
364510.7843870441,2,2,1,28,0,0,0,0,0,0,43895,52293,21319,27013,219335,49141,13000,23166,22850,15295,118,489,0
123050.3612140604,2,3,2,27,0,0,0,0,0,0,160056,189344,105893,110031,123737,210437,10156,3715,7586,5975,6162,6808,0
90737.29448615637,2,2,2,43,0,-1,0,0,0,0,18123,3156,1593,19020,12701,26213,25752,3990,5129,1313,4731,269,0
268029.6291880174,2,2,1,32,0,0,0,0,0,0,338289,594587,390560,626101,322777,34147,3056,14581,25178,1036,39532,37226,0
55892.532399809585,2,3,2,43,2,-2,-2,-2,-2,-2,2894,445,119,-995,-487,-108,409,-227,-262,-176,-142,-508,1
259.31260454771837,1,2,1,53,3,2,5,5,2,-1,30909,30509,17378,43553,22568,9955,449,-1441,939,-218,820,-808,1
231052.13208027006,2,3,1,27,-1,-1,-1,-1,-1,-1,1397,18492,5390,4140,5104,61734,12202,2496,3135,5214,2076,18720,0
129379.62215258271,1,3,1,42,0,0,0,0,-1,-1,23011,11277,19143,15200,958,1995,305,14649,4828,195,4533,4,0
52535.19870468122,1,2,2,26,2,2,2,0,2,2,21460,73474,54977,41383,69878,22553,1084,1710,456,2360,1286,2141,1
138662.93936705048,2,2,2,29,0,0,0,0,0,0,196285,197948,98728,112025,44648,190524,4585,4628,6661,5446,4760,10433,0
96769.25647553263,1,1,2,27,2,2,2,2,2,0,325609,16390,177428,21515,27389,26707,5262,4017,4311,7272,5450,4156,1
399837.86548094917,2,2,1,39,-2,-2,-2,-2,-2,-2,2423,1129,10621,3832,-180,2156,156,3520,1835,234,1298,2210,0
119597.18828606492,2,1,1,29,0,0,0,0,0,0,124020,148489,105480,113267,128973,162125,8345,7060,4996,5736,4479,12414,0
337942.29342880263,2,2,2,30,2,2,2,2,-1,-1,-3282,-211,649,2834,3205,597,423,262,546,163,77,24,1
293162.96928774234,2,2,1,46,-1,-1,-1,-1,0,0,19405,-81,12438,9268,14946,69906,6241,1455,10867,7356,290,8731,0
281182.65086706285,2,1,2,30,0,0,0,0,0,0,475384,527658,594580,278492,377807,396273,37456,11829,21710,739,23654,25684,0
367014.42885163304,2,1,1,31,-1,-2,-2,-2,-2,-2,1139,1719,517,-241,-706,963,26,-5,-38,90,-150,-251,0
84920.84347868816,1,2,2,57,0,0,0,0,0,0,65884,70096,47869,33814,44368,41845,986,2693,1414,1234,1696,464,0
71619.25964893891,2,2,1,39,-2,-2,-2,-2,-2,-2,102777,11244,7781,103854,31793,1678,3495,360,7487,-49,3762,1118,0
155860.0534620832,2,1,1,30,0,0,0,0,0,0,47013,73068,77872,72205,73039,77027,5071,6984,118976,4145,20476,11521,0
113146.11753739302,1,2,1,62,3,2,4,0,0,0,27114,11865,23043,56535,28667,90922,-208,1549,2185,2015,753,6604,0
109021.41375134958,1,2,0,56,0,0,0,0,0,0,137578,67139,28933,54293,63810,54089,1019,2208,1195,2693,2856,756,1
327561.5126168206,2,3,1,37,-2,-2,-2,-2,-2,-2,48224,212473,-1910,-830,-289,-1341,13235,90,53,-43,82,-186,0
206540.21871877965,1,2,1,50,0,0,0,0,0,0,30049,95622,45920,36994,94515,101942,2173,4170,993,4568,2310,2573,0
158411.99780177348,1,2,2,28,0,0,0,0,0,0,43880,73578,26954,49012,88358,64202,3158,2025,1509,1632,2676,3537,0
133879.88581655387,1,2,2,48,0,0,0,0,0,0,232229,380354,288909,344964,44432,207888,7999,8034,21736,5586,11765,-483,0
203741.22941983523,1,3,2,49,0,0,2,0,0,0,6221,24410,20706,38020,8135,26716,1884,5812,2425,2506,1432,-285,1
70592.79490682497,2,2,2,51,0,0,0,0,0,0,898,16873,11983,-1873,10819,-1322,1779,2451,885,1582,426,2469,0
513618.1980812914,2,3,1,31,0,0,0,0,0,0,622650,671616,539293,640756,418755,542304,36358,33080,19929,25094,27920,4318,0
259965.86622288622,1,3,1,56,0,0,0,0,0,0,181799,558375,463511,319234,25194,450569,26618,91391,20185,21764,12399,7697,0
19199.22695051654,1,2,1,26,2,2,2,3,0,0,18023,11928,13873,38932,22428,45840,1567,1328,2448,709,1224,1118,1
14019.502899574432,1,2,1,25,0,0,0,0,0,-1,12571,20012,18167,22497,678,-417,2318,1552,-46,333,1188,-123,0
700554.3899730524,2,1,2,25,0,0,0,0,0,0,33171,93965,43339,48730,66181,62171,7984,29540,49054,41026,37140,6228,0
247429.80896642775,1,3,2,44,3,-2,2,2,2,3,2471,247368,4380,143571,-4603,58411,46774,543,630,31677,45,-163,1
79433.45310488422,2,1,2,28,0,-2,0,0,0,-2,2939,11888,11492,9690,1037,31027,1992,4877,445,2505,245,2981,0
53536.25732255228,2,3,1,42,0,0,-1,0,0,-1,5511,11395,15861,1671,-591,21874,13554,446,373,572,1829,2720,0
42357.26736035121,1,2,2,27,2,2,2,3,5,2,35991,28596,12939,50880,69063,18458,16343,1301,699,-193,-156,-92,1
164312.23443906585,2,1,2,33,0,0,0,0,0,0,59030,93350,82354,54235,55038,68153,4728,4393,1862,80668,2367,80159,0
117354.3137924316,1,2,2,52,0,0,0,0,0,0,68581,72236,100481,83467,54974,59762,4086,3380,5365,3542,3195,5360,0
326129.1109793906,1,4,2,25,3,3,2,3,4,3,59891,161008,31639,32042,19005,66955,12522,716,9226,6193,208,23109,0
283812.81638393475,2,2,1,31,-2,-2,-2,-2,-2,-2,-3420,1052,-934,-786,-1200,547,136,-344,271,-293,-89,-514,0
329896.0200287714,2,2,1,42,-1,-2,-1,-1,-1,-1,-1701,348,1823,1401,-461,1475,125,1983,1987,1248,8144,3392,0
381049.9742562064,2,2,1,37,-1,-1,-1,-1,-1,-1,2820,1660,63,1421,585,3308,-491,3140,124,3367,261,153,0
89701.59789491259,1,2,2,31,2,2,0,0,0,0,52394,108248,40879,48620,122971,37160,8658,3046,-197,32792,303,707,0
53068.49288738465,2,2,2,40,0,-2,-1,0,0,-2,44558,36858,49332,23787,1316,43276,406,3228,1109,304,1727,38,0
81940.1912914097,1,1,2,29,0,0,0,0,0,0,29056,24942,44908,11696,43145,7035,2248,91,1118,1109,2520,2864,0
396311.8384447124,1,3,1,38,-2,-1,-1,-2,-2,-2,2109,13754,9701,6075,-706,354,6584,478,5155,38,443,294,0
88862.82675550746,2,2,1,25,0,0,0,0,0,-1,52940,29066,12017,25580,2346,2902,1916,1682,802,225,200,-368,0
46347.617402140546,1,2,1,26,2,2,2,2,2,-1,-606,1690,-2018,16313,23684,15270,-304,-52,4583,-61,1005,253,1
118255.73673701959,1,2,2,28,0,0,0,0,0,0,207263,82398,64657,66945,40995,145473,2820,4233,4531,2776,207,3844,0
91129.51855417661,1,2,1,25,3,2,4,4,5,2,7457,46217,66605,48050,22800,41437,1015,549,354,429,1391,327,1
45769.61575024601,2,2,1,26,2,2,0,2,0,2,25483,37944,49601,163,4335,14793,1957,-77,1053,1442,283,443,0
81331.23242069171,2,3,2,47,0,0,0,0,0,0,41980,75112,36914,114819,69019,33590,1391,1720,720,74490,2770,13,0
111280.07887096886,2,1,2,31,-1,-1,-1,-1,-1,-1,-310,1533,33391,1836,6000,1835,2356,924,1359,1534,-262,11132,0
276457.39961629844,1,3,1,47,0,0,0,0,0,0,17209,4061,30698,15622,17341,22484,2776,1861,7,458,3943,2697,0
151988.31260087254,2,3,1,60,-1,-1,-1,0,-2,-1,16817,2168,11302,1080,-669,373,4609,1040,5886,328,214,-174,0
334833.3994352724,2,3,1,38,-2,-2,-2,-2,-2,-2,-1125,525,-1157,2521,-765,126,36,175,101,140,-158,-402,0
272900.15236982657,2,2,1,42,0,0,-1,-1,0,0,32778,63287,36778,46470,55341,61832,7943,5436,2665,858,1491,989,0
380449.70662994374,2,1,2,36,-2,-2,-2,-2,-2,-2,1628,511,651,6362,-285,1346,642,2285,4272,10,207,-22,0
7378.052599165445,2,2,2,22,2,2,2,2,2,2,-1006,2625,1964,3172,2009,497,261,-421,333,106,2629,-365,1
131663.6030000287,2,2,2,30,0,0,0,0,0,0,205905,252696,199732,195002,2606,244786,9946,3171,9757,7907,6614,6765,1
63905.249606597456,1,3,2,64,3,2,4,4,5,3,18333,11565,10919,27092,18921,14313,12105,-787,413,123,2226,-192,1
10456.025613137623,1,3,1,54,3,2,5,2,2,-1,1342,1201,3988,2463,18435,1462,18,-77,852,357,641,37,1
123046.88223659823,1,2,1,63,0,3,2,0,0,0,32557,73454,40252,54019,79890,49648,19752,1033,763,302,343,-35,0
349592.66155134456,2,3,1,44,-2,-2,-2,-2,-2,-2,3289,314,965,365,-167,10330,321,91,-14,311,231,3757,0
45866.27513746375,1,1,2,65,3,-2,2,3,4,2,17382,16815,22258,46261,45885,89558,17425,222,429,27098,-137,6750,0
135967.97758289817,2,1,2,30,0,0,0,0,0,0,112299,66604,130314,63558,44946,37575,6031,5818,5191,1788,9599,6375,0
159281.93530024664,2,2,2,34,1,-2,2,2,-2,2,1341,16127,7340,13951,16615,9931,236,9705,156,-179,152,322,0
34994.171418549726,2,2,1,22,0,0,0,0,0,-2,5457,8142,20660,-67,4766,-54,2048,4959,-81,700,1786,783,0
155370.8885992368,1,1,2,37,0,0,0,0,0,0,221434,142344,80829,109878,113983,215529,4820,7450,4609,3942,4384,9649,0
341130.17878673505,2,3,1,41,-2,-2,-2,-2,-2,-2,1300,1212,-367,-158,-129,-205,13019,179,4259,-400,167,4,0
78084.21683860173,2,2,2,30,0,0,0,0,0,0,36382,241796,241105,41634,33950,81665,2980,235,1732,11178,181,2174,0
423051.7998188349,2,3,1,41,-1,-2,-2,-2,-2,-2,933,1707,-436,75,-474,-109,-5,-34,412,-81,68,252,0
134358.02694054457,2,1,2,29,0,0,0,0,0,0,181801,207514,196122,189102,84778,3465,3890,1053,10343,-66,10406,236,0
7073.753906447395,1,2,1,20,2,2,5,2,2,2,19253,18695,23689,4748,20598,21700,2252,171,1475,250,364,-377,1
101018.93285080863,2,1,2,28,0,0,0,0,0,-2,1161,-276,19902,1409,1391,211,3315,1614,1028,1611,324,2296,0
539937.7869727323,1,3,1,44,0,0,0,0,0,0,53499,62477,35092,19065,24597,13957,9485,333,1488,366,1670,305,0
273392.13784518634,2,2,2,41,-1,-1,-1,2,-1,-1,35128,10277,5377,8190,18583,41162,1680,4433,797,39830,2816,4569,1
109537.34595948283,1,2,1,52,0,0,0,0,0,0,72141,73729,102586,51012,110998,68145,2015,4351,3356,5758,1706,1974,0
11657.338866048429,1,2,1,62,3,2,5,4,2,-1,23889,28175,32656,31641,3826,16933,295,130,662,49,1177,-351,1
372578.76256775146,2,3,1,30,-2,-2,-1,-1,-2,0,-2929,204,7209,7638,5410,12767,5376,15035,11019,23901,10914,3965,0
7971.334456394174,1,2,2,35,3,2,4,4,-1,4,3619,4071,651,2490,4074,323,-327,-390,443,41,220,-91,0
54040.87040757706,2,2,2,37,-2,-2,-2,-2,-2,-2,-2835,992,-653,144,-1031,-633,-326,-426,-242,-175,115,-444,0
396416.8583304196,2,3,1,39,-2,-2,-2,-2,-2,-2,7510,999,59310,3835,868,73601,16347,82544,1514,2528,1916,1936,0
57100.577913650064,2,3,2,41,3,-2,-2,-2,-2,-2,1508,761,-146,-171,-487,-595,168,-1026,231,-60,43,-315,0
318722.5816859123,2,2,1,34,-1,-2,-1,-1,-2,-2,655,1083,1051,690,-1358,1135,-80,4321,5476,215,300,-162,0
142100.1752667372,2,2,1,49,0,0,0,0,0,0,141740,92636,54777,153605,218,668,4907,5375,5578,2982,3649,2734,0
129522.54055009293,2,3,1,32,0,0,0,0,0,0,44059,54918,77463,82798,74609,166950,8465,40452,3144,3661,5295,2431,0
224873.3133548922,2,1,1,28,-1,-1,-1,-1,-1,-1,-2285,2198,17316,18360,666,5842,59260,3192,4634,115814,47831,907,0
252792.24206659893,1,2,2,41,1,-2,0,0,0,0,41558,30049,45703,94205,112758,106219,8379,73877,3765,20914,4948,6775,0
24731.543180426037,1,2,3,22,0,0,2,0,0,0,18054,34376,18920,44983,11227,22086,930,2129,673,3939,660,1430,1
116986.02358700483,1,2,1,50,0,0,0,0,0,0,112031,150111,96842,118028,61620,55430,4011,4217,5173,5755,5572,11367,0
138711.0993588805,1,2,2,40,0,0,0,0,0,0,116531,262311,81086,275075,175964,228746,10032,6545,18756,6783,246,4794,0
410837.2285693923,2,3,2,40,0,-1,-1,-1,-1,-2,4406,12533,9797,1564,-428,3969,7849,13425,2565,1052,1697,-246,0
496430.6294773244,1,1,1,54,0,0,0,0,0,0,41382,44943,36536,43548,20817,12149,1683,882,662,9547,2142,348,1
131266.88594566964,1,3,1,34,0,0,0,0,0,0,93529,72450,124151,97634,73893,157588,3987,5739,6261,4939,4316,1237,0
125880.03320663328,1,2,2,23,-2,2,2,0,0,0,57438,38195,83711,72496,65320,73848,6363,1169,2716,3805,2338,-112,1
252148.60996438083,1,3,1,52,0,0,0,0,0,0,24829,66885,39362,31450,28276,46911,1032,-32,1347,593,3154,-256,1
126451.73520259242,2,2,1,45,2,2,0,0,0,0,124609,78362,109067,58730,31172,61091,2026,2404,3904,2098,2204,2037,0
